id_estudiante,Semestre,Comunicacion Oral y Escrita,"Etica, Identidad y Profesion",Desafios Eticos Contemporaneos
00055424,4,8.3,6.6,10
00055425,5,6.1,5,7.0
00055426,6,5,5,9.7
00055427,7,5,5,6.8
00055428,8,10,5.4,9.5
00055429,9,7.3,5,5.3
00554210,10,9.3,10,9.5
00055431,1,10,6.1,7.9
00055432,2,6.9,7.7,5.9
00055433,3,5,5.8,5.3
00055434,4,6.1,6.4,10.0
00055435,5,5,9.3,5.8
00055436,6,7.1,7.4,6.4
00055437,7,10,7.4,7.6
00055438,8,5.8,10,5.3
00055439,9,7.9,10,8.6
00554310,10,6.0,6.8,7.2
00055441,1,5.6,10,5.4
00055442,2,10,10.0,8.2
00055443,3,8.5,5,8.0
00055444,4,10,10,8.3
00055445,5,5.2,7.8,9.3
00055446,6,9.5,8.9,5.3
00055447,7,10,5,6.5
00055448,8,7.0,6.8,6.1
00055449,9,10,6.6,9.2
00554410,10,10,7.1,9.7
00055451,1,5,8.0,5
00055452,2,7.0,7.7,5
00055453,3,7.6,6.7,10
00055454,4,9.4,10,6.6
00055455,5,7.8,10,6.4
00055456,6,7.1,9.6,5.7
00055457,7,9.4,5.8,10
00055458,8,5.3,5.0,5
00055459,9,5,8.4,7.2
00554510,10,10,7.7,5.5
00055461,1,5,10,8.6
00055462,2,9.2,9.4,10
00055463,3,7.8,5.5,8.4
00055464,4,10,10,10
00055465,5,9.8,10,9.3
00055466,6,5.6,6.3,5
00055467,7,9.0,7.2,9.9
00055468,8,9.1,5.4,5
00055469,9,5.6,6.2,5
00554610,10,10,9.7,8.4
00055471,1,8.3,8.0,9.8
00055472,2,7.0,5,5.3
00055473,3,9.0,8.8,6.7
00055474,4,10,10,10
00055475,5,8.9,8.3,9.4
00055476,6,7.9,10,8.0
00055477,7,10,6.4,5
00055478,8,10,5,10
00055479,9,10,8.2,10
00554710,10,9.8,7.8,8.2
00055481,1,9.9,7.2,6.1
00055482,2,5.2,5,10
00055483,3,6.9,10,6.8
00055484,4,8.6,8.9,6.2
00055485,5,6.8,10,9.1
00055486,6,9.4,8.8,9.0
00055487,7,5.4,6.9,10
00055488,8,9.1,6.1,5
00055489,9,7.4,5,5
00554810,10,8.8,8.5,10
00055491,1,7.1,10,10
00055492,2,10,7.5,9.5
00055493,3,10,10,5
00055494,4,7.4,10,5
00055495,5,10,10.0,5
00055496,6,5,5.5,5.9
00055497,7,6.9,8.0,6.2
00055498,8,5,8.6,6.0
00055499,9,9.0,10,10
00554910,10,5,6.3,8.1
00055501,1,7.1,6.4,5.7
00055502,2,6.2,6.6,5
00055503,3,5,10,7.8
00055504,4,8.2,6.8,5.1
00055505,5,6.9,9.6,9.0
00055506,6,8.6,6.2,6.0
00055507,7,6.9,9.1,9.0
00055508,8,6.4,5.0,5.5
00055509,9,5,10,5.9
00555010,10,5,9.7,10
00055511,1,10,10,10.0
00055512,2,7.1,5.3,8.4
00055513,3,5,5,9.6
00055514,4,10,10,9.9
00055515,5,7.4,7.4,9.9
00055516,6,9.3,5,10
00055517,7,8.9,5,10
00055518,8,10,10,6.2
00055519,9,7.1,6.5,9.1
00555110,10,5,5,10
00055521,1,5,8.2,5
00055522,2,6.8,5,8.6
00055523,3,7.6,8.4,5.8
00055524,4,8.3,5.4,8.4
00055525,5,7.6,9.0,7.3
00055526,6,10,10,9.6
00055527,7,10.0,10,10
00055528,8,10,10,5
00055529,9,10,8.4,10
00555210,10,10,7.6,5
00055531,1,9.2,9.9,5
00055532,2,5,5,10
00055533,3,10,5,6.7
00055534,4,9.0,5,10
00055535,5,10,10,5.8
00055536,6,6.7,10,7.8
00055537,7,7.3,5.4,10
00055538,8,10,9.4,6.4
00055539,9,5,7.0,6.5
00555310,10,9.2,5.3,7.3
00055541,1,5.6,7.5,6.2
00055542,2,6.4,7.7,10
00055543,3,8.5,7.9,6.5
00055544,4,9.4,7.2,6.1
00055545,5,5,9.3,10
00055546,6,7.3,8.4,8.3
00055547,7,6.0,10,5.6
00055548,8,7.9,5.9,7.9
00055549,9,6.4,10,7.8
00555410,10,9.0,9.3,10
00055551,1,9.5,5,5.5
00055552,2,7.5,10,9.4
00055553,3,10,10,10
00055554,4,10,10,10
00055555,5,8.2,5,10
00055556,6,5,9.7,5
00055557,7,8.2,7.3,10
00055558,8,5,8.5,10
00055559,9,10,5.8,10
00555510,10,5.7,5.8,8.1
00055561,1,6.0,7.6,9.0
00055562,2,10,9.4,7.6
00055563,3,6.0,6.0,5.3
00055564,4,8.0,6.7,10
00055565,5,10,7.2,10
00055566,6,10,7.7,8.6
00055567,7,10,10,8.0
00055568,8,5,10.0,5
00055569,9,10,10,10
00555610,10,5.9,8.2,10
00055571,1,7.2,9.8,8.7
00055572,2,10,10,8.6
00055573,3,7.2,5.8,5.3
00055574,4,7.1,10,9.8
00055575,5,8.9,10,7.7
00055576,6,9.2,6.3,5
00055577,7,7.5,5.4,5.3
00055578,8,5,9.2,9.3
00055579,9,5,7.6,10
00555710,10,10,5,9.5
00055581,1,10,6.3,7.2
00055582,2,10,5,5
00055583,3,10,9.2,5
00055584,4,6.0,5,5.1
00055585,5,9.2,5.4,10
00055586,6,10,10,9.7
00055587,7,5.2,6.1,6.6
00055588,8,7.0,7.8,7.4
00055589,9,5,6.6,10
00555810,10,7.1,9.0,9.9
00055591,1,8.7,5.1,10
00055592,2,10,5,6.8
00055593,3,10,10,7.2
00055594,4,9.2,10,5.7
00055595,5,8.5,7.5,6.8
00055596,6,10,10,10
00055597,7,6.1,5,7.2
00055598,8,8.6,5.7,10.0
00055599,9,5,9.5,7.8
00555910,10,5,8.7,9.7
00055601,1,8.4,5,10
00055602,2,6.3,10,10
00055603,3,10.0,10,5
00055604,4,8.5,10,10
00055605,5,9.1,10,6.0
00055606,6,10,8.7,8.4
00055607,7,7.1,9.8,5
00055608,8,6.3,7.6,6.8
00055609,9,9.9,5.2,8.3
00556010,10,5.7,6.5,8.4
00055611,1,10,7.1,9.1
00055612,2,5,5,7.8
00055613,3,6.6,8.2,10
00055614,4,9.1,10,8.0
00055615,5,10,5.3,8.4
00055616,6,5.3,8.8,5
00055617,7,5.7,8.6,8.4
00055618,8,10,5,7.7
00055619,9,10,8.5,5
00556110,10,10,10,8.5
00055621,1,5.4,9.4,5
00055622,2,10,5,6.7
00055623,3,8.1,10,9.6
00055624,4,7.2,7.4,5.6
00055625,5,10,5,10
00055626,6,6.8,5,8.7
00055627,7,10,5.3,9.0
00055628,8,10,5.6,7.2
00055629,9,10,5,10
00556210,10,8.2,8.0,5
00055631,1,5,10,5
00055632,2,6.5,7.0,5
00055633,3,10,10,7.9
00055634,4,10,10,10
00055635,5,10,10,10
00055636,6,7.8,8.9,5.7
00055637,7,6.6,8.8,5
00055638,8,8.5,5,10
00055639,9,9.0,5.3,5
00556310,10,10,10,5
00055641,1,10,5,8.6
00055642,2,6.2,8.5,5
00055643,3,7.0,9.7,7.9
00055644,4,8.0,5.0,8.1
00055645,5,7.6,6.2,9.5
00055646,6,9.2,10,8.8
00055647,7,10,7.6,5
00055648,8,10,10,5
00055649,9,10,5.2,7.4
00556410,10,10,7.7,5.2
00055651,1,7.1,9.6,10
00055652,2,5.9,7.7,10
00055653,3,7.4,7.5,5
00055654,4,7.0,10,10
00055655,5,10,7.0,9.1
00055656,6,9.7,8.8,5
00055657,7,10,10,10
00055658,8,10,10,6.5
00055659,9,8.2,10,6.7
00556510,10,5,5,7.0
00055661,1,8.9,9.2,10
00055662,2,5.7,5.8,5.5
00055663,3,8.7,5.3,8.7
00055664,4,6.3,9.1,7.0
00055665,5,5,8.1,5
00055666,6,8.8,10,7.0
00055667,7,5,10,10
00055668,8,7.7,5,7.3
00055669,9,9.1,7.3,10
00556610,10,7.9,8.4,10
00055671,1,5.3,7.8,5
00055672,2,9.5,5,5
00055673,3,5.4,10,5.6
00055674,4,5.5,5,6.5
00055675,5,10,8.2,5
00055676,6,5,5,7.6
00055677,7,5,8.7,7.1
00055678,8,8.5,5,5
00055679,9,7.1,8.0,6.8
00556710,10,6.9,7.7,6.7
00055681,1,5.3,5.7,7.0
00055682,2,6.6,5.3,5
00055683,3,5,5,9.4
00055684,4,6.5,6.5,6.6
00055685,5,9.9,7.5,5.0
00055686,6,5.5,8.7,6.7
00055687,7,5,10,6.8
00055688,8,10,8.2,8.3
00055689,9,5.4,5.6,8.1
00556810,10,7.5,6.1,7.9
00055691,1,5,9.7,9.4
00055692,2,10,7.3,7.6
00055693,3,9.8,10,10
00055694,4,10,10,9.3
00055695,5,8.9,5.9,10
00055696,6,5,10,5.9
00055697,7,10,8.6,9.3
00055698,8,5,10,5
00055699,9,5.1,5,9.8
00556910,10,9.9,5.8,5.7
00055701,1,5,10,5.5
00055702,2,10,5,10
00055703,3,10,6.9,9.9
00055704,4,8.5,7.0,8.2
00055705,5,10,7.1,10
00055706,6,5,5.7,5
00055707,7,6.6,9.3,5.9
00055708,8,9.7,8.0,9.1
00055709,9,5,6.4,9.3
00557010,10,6.8,7.3,9.6
00055711,1,10,10,5.7
00055712,2,6.2,8.8,10
00055713,3,8.5,10,5
00055714,4,10,9.0,6.1
00055715,5,8.9,9.8,6.8
00055716,6,8.2,8.7,9.3
00055717,7,9.7,6.5,9.3
00055718,8,9.6,10,8.6
00055719,9,10,6.5,6.8
00557110,10,10,10,9.6
00055721,1,6.6,10,10
00055722,2,9.7,5,10
00055723,3,10,8.3,8.1
00055724,4,10,10,10
00055725,5,10,5.9,5
00055726,6,10,7.5,10
00055727,7,10,8.0,8.1
00055728,8,10,8.6,5.6
00055729,9,10,8.4,10
00557210,10,7.4,10,5
00055731,1,10,5,7.7
00055732,2,9.1,9.8,5
00055733,3,10,7.1,7.8
00055734,4,9.7,5.9,10
00055735,5,9.6,10.0,7.7
00055736,6,8.3,9.7,10
00055737,7,5.3,9.0,8.8
00055738,8,10,10,9.9
00055739,9,8.7,7.2,8.1
00557310,10,5.3,10,10
00055741,1,8.4,8.0,7.4
00055742,2,6.8,5,10
00055743,3,10,5,8.4
00055744,4,7.4,8.3,8.1
00055745,5,10,6.1,10
00055746,6,9.0,10,6.7
00055747,7,9.4,7.9,6.6
00055748,8,6.7,10,10
00055749,9,7.2,6.6,6.9
00557410,10,5,5,10.0
00055751,1,10,5,6.5
00055752,2,6.6,7.5,5.8
00055753,3,6.1,5,10
00055754,4,7.3,5,7.8
00055755,5,9.0,10,7.9
00055756,6,10,7.2,9.1
00055757,7,8.9,6.4,10
00055758,8,10,8.4,5.4
00055759,9,10,8.4,10
00557510,10,8.2,10,7.8
00055761,1,9.7,10,9.1
00055762,2,8.6,10,8.4
00055763,3,9.2,9.0,6.0
00055764,4,5.9,8.7,6.6
00055765,5,5,5,9.2
00055766,6,8.1,7.5,5.3
00055767,7,5,9.9,5.0
00055768,8,6.2,10,5.6
00055769,9,6.5,7.6,5.1
00557610,10,9.9,7.0,9.2
00055771,1,7.0,6.9,10
00055772,2,9.7,10,7.0
00055773,3,10,8.9,8.3
00055774,4,8.6,9.9,6.6
00055775,5,10,10,9.2
00055776,6,5,5,9.0
00055777,7,10,5,8.5
00055778,8,8.0,5,5.2
00055779,9,10,6.0,5
00557710,10,9.7,5,5
00055781,1,10,5,7.5
00055782,2,7.1,10,7.0
00055783,3,5,9.8,5.3
00055784,4,10,9.4,6.1
00055785,5,10,7.5,8.0
00055786,6,10,7.5,10
00055787,7,7.2,7.7,8.5
00055788,8,7.1,9.0,10
00055789,9,10,10.0,10
00557810,10,7.7,5,7.5
00055791,1,5.3,9.6,7.6
00055792,2,10,8.4,10
00055793,3,8.7,8.0,6.2
00055794,4,9.1,6.2,10
00055795,5,9.0,5,9.5
00055796,6,7.4,8.8,9.6
00055797,7,5.4,9.2,10
00055798,8,5,5,9.6
00055799,9,10.0,8.2,10
00557910,10,9.1,10,5.4
00055801,1,6.9,5.4,9.3
00055802,2,10.0,8.0,8.4
00055803,3,8.1,8.2,5
00055804,4,8.9,8.7,10
00055805,5,7.8,10,5
00055806,6,6.5,7.0,10
00055807,7,5,10,10
00055808,8,6.0,5.4,9.2
00055809,9,9.5,6.0,6.0
00558010,10,7.4,6.5,9.7
00055811,1,5,6.6,10
00055812,2,6.6,7.4,9.8
00055813,3,8.9,6.5,8.2
00055814,4,7.6,6.6,6.0
00055815,5,5.7,9.8,7.3
00055816,6,8.6,10,7.7
00055817,7,7.4,5,10
00055818,8,7.7,7.9,10
00055819,9,5,8.0,8.2
00558110,10,9.2,5,8.5
00055821,1,6.8,7.9,10
00055822,2,8.9,9.8,8.6
00055823,3,7.0,5,10
00055824,4,5,6.6,10
00055825,5,6.0,5,10
00055826,6,7.0,10,8.2
00055827,7,5,8.9,5.7
00055828,8,5.3,9.9,10
00055829,9,8.5,10,9.7
00558210,10,5,5,10
00055831,1,5,5,10
00055832,2,8.5,5.2,6.4
00055833,3,10,10,10
00055834,4,6.1,9.2,5
00055835,5,10,5.7,9.6
00055836,6,5,7.8,10
00055837,7,10,6.6,7.8
00055838,8,10,5,6.0
00055839,9,6.1,9.4,10
00558310,10,9.0,10,5
00055841,1,6.6,9.5,9.0
00055842,2,5,6.7,5
00055843,3,10,6.7,5
00055844,4,9.3,8.0,7.1
00055845,5,10,10.0,9.9
00055846,6,10,6.1,5.0
00055847,7,9.1,6.0,5
00055848,8,5.0,7.2,10
00055849,9,9.0,5.8,7.9
00558410,10,10,6.8,10
00055851,1,8.6,5.4,7.3
00055852,2,6.3,5.9,10
00055853,3,5,5,5
00055854,4,9.1,6.1,8.0
00055855,5,5.5,8.8,7.1
00055856,6,10,7.8,7.5
00055857,7,5,9.6,10
00055858,8,8.8,9.9,5
00055859,9,7.2,10,8.8
00558510,10,10.0,6.3,10
00055861,1,5,9.8,8.9
00055862,2,5,8.0,10
00055863,3,10,8.5,5.5
00055864,4,10,5,10
00055865,5,10,10,10
00055866,6,5.7,7.2,5.6
00055867,7,5.4,9.7,10
00055868,8,5,10,8.1
00055869,9,6.9,7.8,10
00558610,10,9.5,8.4,6.1
00055871,1,10,5.6,5
00055872,2,5,8.8,5
00055873,3,8.8,10,8.8
00055874,4,7.7,10,8.0
00055875,5,5,10,5
00055876,6,10,10,5
00055877,7,5,10,10
00055878,8,5,10,6.2
00055879,9,10,5.9,6.9
00558710,10,9.5,9.1,6.6
00055881,1,7.5,7.2,5
00055882,2,7.0,9.0,10
00055883,3,5.9,6.4,7.4
00055884,4,10,8.9,8.9
00055885,5,8.2,9.8,5
00055886,6,7.8,5.7,9.7
00055887,7,7.5,5,6.9
00055888,8,6.3,5,6.0
00055889,9,10.0,5.9,8.4
00558810,10,5,10,9.7
00055891,1,8.7,7.1,8.1
00055892,2,10,6.8,5
00055893,3,10,5.1,10
00055894,4,7.3,5,8.8
00055895,5,8.3,10,5.6
00055896,6,5,6.6,10
00055897,7,8.3,10,8.1
00055898,8,6.5,10,9.6
00055899,9,5.8,10,5
00558910,10,8.1,8.9,10
00055901,1,10,8.7,8.8
00055902,2,8.7,5,5
00055903,3,7.1,9.8,5
00055904,4,10,7.1,10
00055905,5,5,10,5
00055906,6,6.5,8.2,7.3
00055907,7,5,5.6,6.0
00055908,8,10,8.8,8.7
00055909,9,9.2,5.5,5
00559010,10,5,10,9.4
00055911,1,8.6,5,9.5
00055912,2,8.1,7.0,8.3
00055913,3,10,5,5.8
00055914,4,10,8.0,7.2
00055915,5,10,10,10
00055916,6,7.9,10,5
00055917,7,9.5,5.8,7.2
00055918,8,9.0,8.0,10
00055919,9,10,7.2,10
00559110,10,6.1,7.4,10
00055921,1,9.7,8.6,5.8
00055922,2,10,10,8.3
00055923,3,10,9.5,5
00055924,4,7.0,6.0,5
00055925,5,8.8,7.0,8.3
00055926,6,10,10,6.8
00055927,7,10,8.7,7.0
00055928,8,5.1,5.2,5
00055929,9,10,10,9.9
00559210,10,10,5,5
00055931,1,7.2,6.0,10
00055932,2,8.6,8.9,5.4
00055933,3,5,10,5.9
00055934,4,10,9.3,5
00055935,5,6.4,7.3,9.8
00055936,6,5,5,5
00055937,7,8.7,6.7,5
00055938,8,9.3,9.0,7.9
00055939,9,8.5,6.3,5
00559310,10,8.5,10,5
00055941,1,9.1,10,10
00055942,2,5,5.2,5
00055943,3,8.3,5,10
00055944,4,5,5,9.4
00055945,5,9.1,10,5
00055946,6,10,10,10
00055947,7,10,9.2,10
00055948,8,10,5.1,10
00055949,9,10,7.0,9.7
00559410,10,5,10,5
00055951,1,10,10,7.6
00055952,2,10,9.1,9.4
00055953,3,5.5,9.2,7.0
00055954,4,8.5,10,8.6
00055955,5,7.4,10,5.2
00055956,6,6.2,10,5
00055957,7,7.7,8.2,9.5
00055958,8,5.5,8.4,10
00055959,9,7.2,8.1,6.2
00559510,10,10,10,7.7
00055961,1,5,10,10
00055962,2,9.8,5.9,8.4
00055963,3,5,10,9.4
00055964,4,10.0,10,7.8
00055965,5,5,6.3,5.9
00055966,6,6.5,5,9.8
00055967,7,10,5,5
00055968,8,9.9,7.0,9.3
00055969,9,5.8,5,9.7
00559610,10,5,9.1,5
00055971,1,8.7,6.2,10
00055972,2,9.3,10,7.0
00055973,3,10,5.8,10
00055974,4,5.1,7.2,5
00055975,5,8.4,7.7,6.5
00055976,6,10,5,5.5
00055977,7,10,10,5.4
00055978,8,8.8,5,10
00055979,9,5.8,9.0,5
00559710,10,6.6,6.0,7.9
00055981,1,8.3,7.4,10
00055982,2,10,6.1,6.8
00055983,3,7.8,9.8,10
00055984,4,10.0,5.5,9.3
00055985,5,9.9,6.5,9.7
00055986,6,8.0,10,9.5
00055987,7,5,7.7,8.4
00055988,8,5,5,8.8
00055989,9,8.0,7.3,5
00559810,10,6.1,8.9,10
00055991,1,6.7,10,7.5
00055992,2,9.6,10,10
00055993,3,10,10,5.7
00055994,4,7.6,9.5,7.3
00055995,5,10,8.3,5
00055996,6,7.1,6.9,6.9
00055997,7,5,10,5
00055998,8,5.5,9.1,7.9
00055999,9,10,5,9.1
00559910,10,5.1,5,5
00056001,1,8.0,10,5.6
00056002,2,10,7.0,10
00056003,3,6.6,9.5,5
00056004,4,5.9,9.4,10
00056005,5,5.8,10,10
00056006,6,6.3,10,7.6
00056007,7,9.0,9.1,10
00056008,8,7.7,7.9,10
00056009,9,7.1,7.4,10
00560010,10,8.8,9.4,5.5
00056011,1,8.8,10,7.1
00056012,2,8.8,5.1,5.9
00056013,3,7.7,9.5,8.7
00056014,4,7.6,5.5,7.9
00056015,5,8.1,6.4,10
00056016,6,9.8,8.1,9.3
00056017,7,7.0,5.1,8.3
00056018,8,10,8.4,5.4
00056019,9,8.3,5.4,9.4
00560110,10,10,9.9,6.1
00056021,1,10,8.7,5
00056022,2,7.0,9.7,8.3
00056023,3,10,6.9,7.8
00056024,4,8.6,5,5
00056025,5,5.1,5,7.5
00056026,6,8.8,10,5
00056027,7,9.0,5.5,9.5
00056028,8,6.4,6.5,6.4
00056029,9,7.6,10,7.9
00560210,10,10,7.4,7.5
00056031,1,7.3,6.9,5.8
00056032,2,10,10,5
00056033,3,10,5,5.6
00056034,4,8.2,10,10
00056035,5,9.2,8.7,9.0
00056036,6,7.2,5,5
00056037,7,5.7,6.0,9.8
00056038,8,8.1,9.3,5
00056039,9,5.0,10,5
00560310,10,5,10,5
00056041,1,10,5,5.3
00056042,2,7.8,10,7.9
00056043,3,10,5,9.5
00056044,4,10,9.3,5
00056045,5,10,9.6,5
00056046,6,5,7.4,5.9
00056047,7,10,10,10
00056048,8,7.5,10,8.7
00056049,9,10,6.4,6.6
00560410,10,8.3,8.9,6.7
00056051,1,6.1,6.9,7.4
00056052,2,8.1,10,6.4
00056053,3,9.6,5,10
00056054,4,6.5,5.1,10
00056055,5,5.9,6.4,6.7
00056056,6,8.9,7.8,8.3
00056057,7,5,5,6.4
00056058,8,6.9,10,6.8
00056059,9,8.7,8.0,9.8
00560510,10,10,10,5.4
00056061,1,8.0,10,9.7
00056062,2,7.4,8.1,5.6
00056063,3,9.5,10,9.6
00056064,4,7.4,10,7.8
00056065,5,8.6,6.6,10
00056066,6,10,5,5
00056067,7,6.2,7.2,6.0
00056068,8,7.7,10,9.9
00056069,9,8.1,7.0,8.6
00560610,10,6.8,10,10
00056071,1,6.0,10,10
00056072,2,10,8.0,8.5
00056073,3,9.3,5.5,9.0
00056074,4,7.8,8.7,6.1
00056075,5,10,5,8.7
00056076,6,5.6,9.3,8.7
00056077,7,10,10,7.5
00056078,8,7.0,7.4,6.6
00056079,9,6.3,5,7.8
00560710,10,6.0,6.3,5.9
00056081,1,6.8,7.8,10
00056082,2,10,10,5
00056083,3,10,5,5.5
00056084,4,7.0,10,5
00056085,5,7.1,8.4,5.9
00056086,6,8.3,7.2,5
00056087,7,9.5,7.2,10
00056088,8,10,5,8.3
00056089,9,9.0,10,5
00560810,10,5.7,10,7.2
00056091,1,8.3,8.3,5.6
00056092,2,10,5.8,8.2
00056093,3,10,10,7.6
00056094,4,9.5,6.1,7.8
00056095,5,10,5,10
00056096,6,10,5.5,10
00056097,7,9.8,6.8,10
00056098,8,5.9,6.2,8.4
00056099,9,9.7,5,10
00560910,10,10,7.1,8.4
00056101,1,6.2,5.5,5.2
00056102,2,9.4,8.6,10
00056103,3,10,6.9,6.1
00056104,4,5,10,10
00056105,5,7.7,6.8,5
00056106,6,10,5.6,8.9
00056107,7,6.9,8.2,8.4
00056108,8,5,5.7,6.6
00056109,9,7.6,5,7.2
00561010,10,9.1,10,5
00056111,1,7.3,5,9.9
00056112,2,6.3,5,5.9
00056113,3,5,6.0,5.0
00056114,4,5,10,5
00056115,5,5.6,8.0,6.8
00056116,6,5,8.3,8.8
00056117,7,8.2,9.5,7.3
00056118,8,10,8.5,10
00056119,9,7.2,6.2,6.5
00561110,10,10,7.8,9.9
00056121,1,6.3,5.4,9.0
00056122,2,5,5.5,8.3
00056123,3,9.1,5,8.6
00056124,4,6.6,5,6.8
00056125,5,8.9,5,5.7
00056126,6,5,9.0,10
00056127,7,9.0,7.8,8.5
00056128,8,10,6.2,5.9
00056129,9,5,10,10
00561210,10,10,5,10
00056131,1,10.0,10,5.9
00056132,2,5,8.6,6.0
00056133,3,8.9,8.5,7.4
00056134,4,5,5,10
00056135,5,10,10,5
00056136,6,10,9.0,5
00056137,7,9.5,7.5,6.0
00056138,8,7.9,7.1,9.5
00056139,9,10,5.4,9.0
00561310,10,8.5,6.8,5
00056141,1,10,7.9,8.3
00056142,2,7.8,10,5.8
00056143,3,5,5,5
00056144,4,6.9,7.2,9.2
00056145,5,5,10,6.8
00056146,6,6.4,5,8.8
00056147,7,5.9,7.3,9.1
00056148,8,8.4,10,10
00056149,9,5.6,10,8.5
00561410,10,5,5.4,5
00056151,1,10,10,10
00056152,2,6.9,7.2,9.8
00056153,3,9.6,5,9.6
00056154,4,9.5,5,5
00056155,5,10,5.4,10
00056156,6,5,7.6,10
00056157,7,7.4,9.0,8.8
00056158,8,9.6,8.1,5.2
00056159,9,6.6,9.2,5
00561510,10,5,7.4,10
00056161,1,6.6,7.2,6.8
00056162,2,8.1,10,5.1
00056163,3,8.0,6.4,7.4
00056164,4,5.0,7.1,7.8
00056165,5,10,8.9,10
00056166,6,6.0,5,10
00056167,7,9.9,5,8.6
00056168,8,8.1,5.1,10
00056169,9,10,10.0,6.7
00561610,10,7.1,6.9,10
00056171,1,5.6,10,5
00056172,2,9.5,8.6,5.1
00056173,3,7.2,5.2,8.1
00056174,4,10,6.9,9.8
00056175,5,5,6.3,5
00056176,6,9.3,6.1,10.0
00056177,7,6.4,8.8,6.7
00056178,8,5,6.8,10
00056179,9,6.8,7.1,9.3
00561710,10,7.6,5,9.0
00056181,1,10,7.4,8.6
00056182,2,5,5,7.2
00056183,3,8.4,6.7,6.9
00056184,4,9.9,7.9,5
00056185,5,10,7.1,10
00056186,6,5,9.2,5
00056187,7,8.2,8.3,10
00056188,8,5,10,5.9
00056189,9,10,8.2,5.4
00561810,10,9.6,5.7,5.7
00056191,1,6.2,7.1,5.8
00056192,2,10,10,10
00056193,3,7.3,7.0,5.7
00056194,4,6.8,5,8.2
00056195,5,10,9.0,5
00056196,6,10,5.3,10
00056197,7,5,8.1,6.0
00056198,8,6.9,9.7,5
00056199,9,8.0,7.0,6.2
00561910,10,6.5,10,8.7
00056201,1,7.0,10,6.1
00056202,2,10,8.9,7.0
00056203,3,9.7,8.2,9.5
00056204,4,9.4,5,5
00056205,5,5.4,7.0,5.7
00056206,6,9.6,9.4,5.2
00056207,7,7.6,6.6,8.2
00056208,8,5.8,7.8,5.0
00056209,9,8.3,5,7.6
00562010,10,8.7,5,9.0
00056211,1,5.2,5,7.4
00056212,2,7.3,6.4,9.8
00056213,3,7.8,8.8,10
00056214,4,6.8,6.1,8.5
00056215,5,9.8,7.4,9.2
00056216,6,6.3,5,6.6
00056217,7,5,8.7,7.0
00056218,8,10,5,6.8
00056219,9,6.1,6.0,6.8
00562110,10,5.9,5,5.2
00056221,1,10,6.9,8.0
00056222,2,10,5,9.1
00056223,3,9.6,8.1,10
00056224,4,8.0,5,8.3
00056225,5,9.4,6.6,5.5
00056226,6,10,9.5,7.5
00056227,7,5,10,10
00056228,8,10,9.4,10
00056229,9,10,7.6,5
00562210,10,5.8,9.7,8.2
00056231,1,8.7,8.3,5
00056232,2,9.6,10,9.4
00056233,3,8.7,10,10
00056234,4,7.8,10,6.7
00056235,5,10,8.5,10
00056236,6,9.5,6.3,6.9
00056237,7,8.3,10,7.2
00056238,8,5,10,10
00056239,9,7.0,9.9,5
00562310,10,9.3,7.2,7.1
00056241,1,5,5.4,7.5
00056242,2,9.2,6.8,5
00056243,3,8.8,5,7.6
00056244,4,5,5,6.6
00056245,5,9.7,5.1,5
00056246,6,5,7.2,8.3
00056247,7,8.0,8.7,6.4
00056248,8,5,5,10
00056249,9,6.4,5,5.4
00562410,10,9.5,6.1,10
00056251,1,7.5,8.1,9.7
00056252,2,7.6,9.8,10
00056253,3,10,10,10
00056254,4,5,7.4,5.6
00056255,5,8.5,8.9,5.5
00056256,6,5.5,5,5
00056257,7,9.7,5,5.6
00056258,8,5,5,5
00056259,9,10,6.4,8.3
00562510,10,6.7,6.8,5
00056261,1,8.8,7.4,10
00056262,2,10,10,10
00056263,3,5,7.5,7.3
00056264,4,10,10,8.4
00056265,5,8.7,7.3,8.5
00056266,6,10,5,10
00056267,7,10,8.4,7.6
00056268,8,10,5.2,5.5
00056269,9,9.4,5,10
00562610,10,5,8.7,9.0
00056271,1,5.8,9.3,10
00056272,2,10,10,10
00056273,3,10,10,9.2
00056274,4,9.5,8.7,10
00056275,5,9.1,7.8,10
00056276,6,5.7,6.2,8.4
00056277,7,5,10,7.8
00056278,8,5,6.6,7.1
00056279,9,10,7.6,10
00562710,10,8.3,9.9,6.8
00056281,1,10,8.0,5.6
00056282,2,7.8,8.4,9.7
00056283,3,6.0,5,7.1
00056284,4,10,9.6,5
00056285,5,6.6,10,10
00056286,6,5.0,5.9,10
00056287,7,6.7,5.5,8.9
00056288,8,8.9,5,9.5
00056289,9,10,10,7.8
00562810,10,5.1,9.4,9.4
00056291,1,10,7.4,10
00056292,2,5.7,5.8,7.7
00056293,3,10,8.4,7.2
00056294,4,5.8,10,7.9
00056295,5,10,10,8.9
00056296,6,6.8,5.2,7.1
00056297,7,10,10,10
00056298,8,6.1,10,8.4
00056299,9,10,9.0,8.8
00562910,10,9.9,5,6.5
00056301,1,6.9,7.0,5.7
00056302,2,6.6,5.9,6.9
00056303,3,5.2,8.2,9.9
00056304,4,10,8.0,8.9
00056305,5,7.3,8.2,7.2
00056306,6,10,5,10
00056307,7,7.6,8.8,7.3
00056308,8,10,10,6.5
00056309,9,9.8,9.4,8.9
00563010,10,5.4,9.6,10
00056311,1,10,8.8,5.6
00056312,2,6.7,5,10
